siec,unit,geo\time	2021M04 	2021M03 	2021M02 	2021M01 	2020M12 	2020M11 	2020M10 	2020M09 	2020M08 	2020M07 	2020M06 	2020M05 	2020M04 	2020M03 	2020M02 	2020M01 	2019M12 	2019M11 	2019M10 	2019M09 	2019M08 	2019M07 	2019M06 	2019M05 	2019M04 	2019M03 	2019M02 	2019M01 	2018M12 	2018M11 	2018M10 	2018M09 	2018M08 	2018M07 	2018M06 	2018M05 	2018M04 	2018M03 	2018M02 	2018M01 	2017M12 	2017M11 	2017M10 	2017M09 	2017M08 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 
C0000,GWH,AL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,AT	: 	182.726 	160.367 	167.793 	170.223 	149.781 	175.696 	142.421 	143.488 	128.357 	134.765 	139.213 	131.107 	281.332 	274.941 	292.147 	259.363 	263.318 	305.497 	156.339 	136.737 	286.812 	251.168 	237.378 	266.525 	311.954 	344.164 	355.459 	397.870 	394.918 	391.961 	168.780 	106.711 	135.053 	161.986 	187.384 	218.977 	410.010 	387.824 	391.157 	406.287 	419.984 	340.628 	183.012 	190.776 	201.199 	193.254 	200.568 	248.780 	340.544 	397.125 	508.458 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,BA	: 	828.408 	873.760 	1027.328 	961.908 	960.255 	740.678 	749.714 	942.794 	836.285 	680.048 	824.245 	838.391 	851.165 	936.056 	1099.804 	906.880 	839.375 	705.066 	820.366 	981.843 	963.187 	671.341 	588.873 	507.408 	846.348 	836.243 	955.961 	: 	: 	: 	: 	: 	: 	: 	760.481 	539.470 	830.760 	923.503 	949.291 	: 	: 	: 	: 	933.804 	945.234 	933.313 	667.715 	742.893 	936.444 	961.436 	1065.049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,BE	: 	153.086 	54.493 	95.473 	78.594 	61.480 	100.303 	112.826 	166.553 	198.045 	142.405 	148.188 	131.657 	176.138 	174.439 	185.458 	165.561 	185.090 	213.059 	166.122 	206.059 	203.414 	188.292 	207.205 	186.245 	208.543 	180.355 	194.270 	175.037 	175.141 	185.107 	194.085 	192.052 	203.318 	182.855 	170.619 	158.185 	193.087 	159.630 	145.355 	195.131 	167.167 	193.198 	174.815 	192.352 	201.608 	169.536 	199.159 	172.381 	193.451 	183.838 	177.694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,BG	: 	1081.542 	886.310 	1065.492 	1088.052 	971.350 	994.146 	871.388 	803.762 	800.175 	683.357 	777.560 	932.973 	1142.123 	1297.405 	1228.814 	1332.091 	1315.496 	1487.561 	1199.521 	1121.764 	1071.759 	710.485 	1147.867 	1103.584 	1240.146 	1490.566 	1854.000 	1951.481 	1856.292 	1782.668 	1564.639 	1352.972 	1164.273 	1177.353 	1069.320 	774.763 	1281.961 	1414.710 	1573.486 	1539.884 	1666.082 	1647.235 	1563.312 	1391.042 	1312.688 	1100.604 	1470.574 	1252.667 	1370.895 	1606.241 	1999.251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,CY	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,CZ	: 	2711.715 	2815.210 	3477.501 	2970.777 	3151.024 	2620.493 	2235.247 	1927.672 	1595.584 	1892.535 	1758.084 	2064.944 	2832.108 	2958.473 	3650.666 	3484.894 	3208.492 	3117.615 	2805.170 	2523.970 	2082.151 	2137.576 	2746.591 	2941.968 	3386.773 	3462.443 	3948.785 	3773.349 	3747.527 	3549.548 	3145.511 	2954.536 	3040.671 	2748.189 	2885.730 	2774.022 	4022.009 	3447.371 	3644.156 	3533.319 	3757.124 	3524.646 	3260.385 	2718.706 	2227.865 	2467.805 	2957.185 	3644.059 	3781.300 	3802.545 	4384.827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,DE	: 	11708.671 e	11612.285 e	16151.663 e	14117.960 e	14963.237 e	12739.241 e	12046.335 e	10294.576 e	8187.322 e	7586.233 e	6175.259 e	6100.342 e	9416.592 e	8238.098 e	13010.209 e	12096.247 e	16729.298 e	12498.180 e	10521.465 e	11025.342 e	11618.428 e	9815.128 e	12651.008 e	13070.741 e	12072.166 e	16312.655 e	18361.465 e	15681.653 e	19074.780 e	18081.565 e	17009.585 e	17639.054 e	18438.476 e	16135.705 e	14883.651 e	15565.367 e	20354.455 e	20096.618 e	17370.698 e	16986.158 e	19691.571 e	16353.700 e	18368.104 e	17226.414 e	16659.249 e	15664.313 e	18328.660 e	17616.264 e	20054.286 e	20143.825 e	24630.691 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,DK	: 	523.876 	730.135 	880.016 	126.822 	336.564 	264.205 	163.774 	163.818 	168.147 	164.017 	285.566 	256.253 	475.423 	552.841 	576.375 	500.831 	385.789 	229.882 	76.926 	15.588 	0.000 	28.626 	207.721 	383.463 	519.869 	597.785 	848.334 	776.982 	576.386 	456.490 	323.694 	313.293 	332.565 	114.928 	335.162 	672.046 	1253.150 	967.126 	749.818 	635.497 	597.989 	445.801 	423.530 	269.001 	205.827 	139.607 	413.216 	540.879 	863.361 	882.385 	948.169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,EA19	: 	: 	15511.961 	22359.346 	18712.684 	19371.306 	16335.066 	15916.602 	13047.907 	10763.854 	9618.170 	8223.176 	8528.465 	13003.486 	12599.527 	18080.418 	18180.281 	23405.006 	18033.461 	13773.456 	14385.824 	16797.394 	14141.640 	17063.129 	18643.656 	18828.397 	25193.354 	30190.531 	26949.927 	30578.325 	29743.691 	28903.582 	29952.891 	29492.700 	24572.025 	23392.144 	23017.468 	30645.719 	33606.008 	29630.819 	30544.516 	34315.123 	29693.422 	28597.840 	27096.565 	28469.011 	27488.699 	28976.425 	27299.376 	30439.497 	33826.029 	41868.884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,EE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,EL	: 	644.070 	517.470 	582.289 	829.830 	616.990 	338.599 	311.626 	330.832 	293.980 	206.898 	210.610 	338.206 	457.069 	756.840 	1030.320 	1006.395 	762.824 	680.233 	610.059 	819.955 	795.490 	841.791 	733.480 	905.860 	995.420 	884.710 	1381.780 	1594.030 	1271.640 	992.010 	1167.140 	1985.180 	1562.200 	1365.340 	1096.320 	626.390 	896.080 	1313.080 	1551.720 	1346.760 	1529.200 	1460.300 	1202.260 	1345.530 	1466.090 	1214.600 	1080.310 	1129.270 	1330.770 	1573.380 	1708.240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,ES	: 	242.255 	176.467 	557.915 	300.248 	355.090 	304.642 	351.249 	337.223 	302.225 	361.539 	242.800 	305.165 	474.653 	821.223 	865.902 	511.833 	676.744 	866.484 	683.202 	598.957 	835.350 	515.525 	464.528 	849.160 	965.695 	2410.498 	3291.832 	3026.443 	3983.478 	3551.179 	4375.738 	3753.957 	3730.242 	2497.818 	2462.212 	1569.275 	1538.418 	3693.524 	3240.093 	4345.733 	4827.667 	4107.690 	3073.648 	3248.540 	4310.643 	4533.751 	3763.710 	2090.845 	1969.144 	3516.025 	5387.197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,EU27_2020	: 	: 	30355.593 	39368.938 	33287.452 	33780.909 	30129.637 	28714.030 	25575.728 	22493.550 	20618.417 	18769.048 	19361.419 	26769.878 	26604.101 	34080.285 	33554.364 	38411.329 	33651.957 	27936.121 	28658.534 	30448.580 	27261.506 	31326.004 	32817.321 	34393.998 	41147.536 	49437.611 	45824.889 	48918.519 	47183.663 	45322.987 	46413.167 	45992.531 	39501.657 	38128.257 	36901.831 	49833.437 	51771.889 	47835.766 	47998.014 	52376.815 	46790.846 	45175.079 	43264.290 	44039.640 	41960.660 	45218.971 	43176.746 	48365.541 	52455.932 	63552.884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35623.635 	34601.514 	39498.040 	34039.804 	28163.543 	28991.886 	30576.871 	27354.831 	31365.168 	33114.921 	34843.864 	41769.155 	51257.457 	47287.971 	51237.884 	48197.224 	46617.476 	46696.458 	46173.472 	39758.689 	38413.129 	37507.344 	53759.200 	54565.374 	49380.404 	51832.945 	55562.791 	47736.046 	46306.250 	43760.939 	44470.528 	42411.290 	45800.654 	43619.551 	49924.852 	56038.725 	65101.741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,FI	: 	627.000 	757.000 	747.000 	633.000 	478.000 	420.000 	211.000 	166.000 	132.000 	185.000 	316.000 	546.000 	664.000 	723.000 	712.000 	769.000 	825.000 	727.000 	475.000 	250.000 	271.000 	270.000 	503.000 	631.000 	930.000 	927.000 	1229.000 	1061.000 	904.000 	724.000 	452.000 	385.000 	549.000 	381.000 	468.000 	795.000 	1237.000 	998.000 	1004.000 	908.000 	853.000 	792.000 	449.000 	287.000 	316.000 	435.000 	772.000 	854.000 	1031.000 	1005.000 	1046.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,FR	367.777 e	574.833 e	656.361 e	1487.833 e	686.798 e	334.573 e	266.031 e	491.376 e	207.060 e	323.736 e	136.340 e	215.089 e	144.758 e	188.807 e	293.399 e	396.140 e	613.151 e	881.632 e	185.967 e	184.292 e	192.737 e	245.244 e	165.694 e	152.026 e	186.510 e	174.220 e	546.175 e	836.898 e	591.272 e	993.227 e	1206.552 e	697.212 e	885.758 e	985.441 e	682.294 e	538.707 e	628.567 e	1641.466 e	1721.083 e	924.633 e	1339.101 	2079.453 	1470.456 	787.968 	318.699 	1179.723 	541.110 	782.671 	858.139 	654.344 	1474.558 	2426.178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,GE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.335 	1.731 	3.948 	2.500 	3.200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,HR	: 	136.189 	118.240 	119.742 	122.067 	125.262 	126.120 	111.877 	140.872 	133.562 	113.101 	0.000 	0.000 	45.087 	136.363 	55.820 	82.260 	110.719 	147.036 	109.276 	140.087 	142.104 	124.208 	126.361 	118.731 	141.130 	115.205 	146.637 	135.177 	123.229 	148.696 	138.146 	137.327 	145.695 	131.946 	0.000 	0.000 	118.574 	114.634 	141.752 	142.911 	140.662 	70.896 	31.329 	0.000 	0.000 	0.000 	129.585 	167.409 	177.199 	193.256 	190.196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,HU	: 	206.631 	190.235 	214.468 	296.940 	285.066 	292.214 	305.118 	303.418 	273.507 	191.971 	189.038 	206.993 	333.801 	317.415 	329.988 	260.202 	283.928 	380.338 	300.517 	287.258 	358.260 	279.869 	197.274 	245.968 	349.065 	311.985 	359.065 	362.755 	369.517 	416.297 	380.894 	387.370 	408.731 	244.438 	292.275 	245.494 	328.427 	334.366 	398.228 	312.375 	462.250 	462.932 	463.464 	464.041 	362.806 	199.484 	229.799 	194.208 	459.156 	383.040 	390.398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,IE	234.837 	127.938 	91.284 	273.395 	105.723 	89.965 	78.827 	88.500 	100.590 	101.712 	83.022 	9.937 	74.230 	28.259 	0.000 	3.917 	70.348 	77.613 	9.701 	40.999 	24.906 	1.594 	62.014 	1.569 	10.341 	60.609 	88.295 	129.639 	0.030 	0.000 	0.000 	122.362 	125.763 	161.874 	155.743 	172.506 	257.261 	466.456 	373.813 	272.296 	425.973 	326.179 	186.406 	218.405 	130.500 	155.419 	159.847 	335.455 	327.988 	343.874 	422.486 	520.336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,IS	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,LT	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,LU	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,LV	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.000 	2.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	139.000 	154.000 	154.000 	130.000 	152.000 	147.000 	139.000 	152.000 	148.000 	3.000 	0.000 	130.000 	139.000 	150.000 	68.000 	137.000 	151.000 	144.000 	133.000 	144.000 	45.000 	0.000 	56.000 	131.000 	130.000 	126.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,MK	: 	186.068 	140.683 	164.337 	225.779 	178.297 	207.685 	186.757 	121.516 	164.667 	131.563 	170.056 	204.656 	239.173 	310.744 	310.041 	281.329 	237.779 	211.685 	240.486 	289.323 	225.718 	220.264 	247.645 	258.331 	338.588 	316.728 	372.509 	365.859 	262.224 	255.051 	214.025 	247.267 	189.390 	192.627 	99.467 	118.057 	215.378 	212.163 	241.531 	272.180 	233.040 	241.171 	237.530 	239.792 	228.897 	241.804 	250.021 	249.032 	294.957 	326.273 	330.355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,MT	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,NL	: 	1210.889 	1034.991 	1589.429 	1075.173 	1069.965 	1092.810 	1149.546 	592.826 	537.708 	385.603 	499.693 	469.473 	919.788 	840.053 	928.365 	1994.535 	2263.190 	1631.382 e	544.247 	635.986 	1135.459 	1047.287 	1346.853 	1615.031 	1981.988 	2334.391 	2735.828 	2747.000 	2167.000 	3076.000 	2978.000 	3200.000 e	1913.000 e	1674.000 e	2206.000 e	2497.000 e	2932.000 e	3171.000 e	3092.000 e	2922.000 e	2710.000 e	3076.000 e	2462.000 e	2311.000 e	: u	2933.000 e	1808.000 e	2454.000 e	2976.000 e	3524.000 e	3574.000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,PL	: 	: 	9328.132 	10518.363 	9148.389 	8810.169 	8804.393 	8360.019 	8390.279 	7987.721 	7544.266 	7157.624 	6983.517 	8262.817 	8108.244 	9237.980 	8750.464 	8772.113 	9271.108 	8721.191 	9200.043 	8964.912 	8982.102 	8944.061 	8331.696 	8839.478 	8923.420 	10894.804 	10505.534 	10412.314 	9985.874 	9840.715 	10238.848 	10359.896 	9551.778 	9191.617 	8673.423 	10758.336 	10415.872 	10138.276 	9982.882 	10151.872 	9686.949 	9720.766 	10072.890 	10145.696 	9354.686 	9751.789 	9115.325 	10137.968 	10431.340 	12091.658 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,PT	: 	: 	25.089 	187.984 	155.437 	663.705 	230.914 	552.488 	333.273 	89.061 	6.315 	16.984 	0.000 	7.217 	19.654 	113.854 	137.000 	219.444 	292.340 	49.660 	81.515 	757.168 	527.997 	337.657 	491.000 	587.000 	597.000 	1018.000 	1053.000 	989.000 	902.000 	1208.000 	1127.000 	1231.000 	1070.000 	924.000 	235.000 	347.000 	1022.000 	1035.000 	1099.000 	1119.000 	1178.000 	1209.359 	1225.330 	1192.624 	1209.695 	1247.532 	1037.567 	902.391 	926.195 	1271.596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,RO	: 	743.000 	771.000 	732.000 	821.000 	730.000 	693.000 	750.000 	798.000 	771.000 	411.000 	378.000 	388.000 	675.000 	633.000 	920.000 	963.000 	928.000 	983.000 	950.000 	984.000 	1032.000 	857.000 	893.000 	1008.000 	1015.000 	979.000 	1083.000 	1262.000 	1231.000 	1089.000 	1023.000 	1075.000 	1048.000 	961.000 	962.000 	706.000 	1322.000 	1373.000 	1461.000 	1229.000 	1219.000 	1239.000 	1109.000 	1252.000 	1315.000 	1208.000 	1284.000 	931.000 	1060.000 	1232.000 	1608.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,RS	: 	2293.777 e	2072.190 e	2275.971 e	2406.708 e	2219.304 e	2069.889 e	1881.031 e	1910.585 e	1718.916 e	1544.495 e	1625.648 e	1813.240 e	2264.440 e	2268.305 e	2471.287 e	2266.812 e	2013.237 e	1984.816 e	1709.591 e	1857.650 e	1734.136 e	1541.933 e	1540.937 e	1856.374 e	2496.265 e	2030.676 e	2233.275 e	2277.617 e	2232.680 e	2242.275 e	1799.503 e	1633.219 e	1648.033 e	1750.719 e	1544.870 e	1591.527 e	2032.792 e	1979.764 e	2434.243 e	2167.130 e	1748.569 e	2227.380 e	2115.372 e	2118.992 e	2099.734 e	1771.871 e	1745.682 e	1708.070 e	1641.834 e	2142.377 e	2632.229 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,SE	: 	0.190 	4.370 	2.010 	0.721 	0.168 	0.000 	0.005 	0.000 	0.000 	0.000 	0.000 	0.274 	0.033 	0.833 	0.224 	0.341 	1.786 	1.956 	0.064 	0.000 	0.000 	0.000 	0.000 	40.255 	74.140 	73.778 	112.455 	107.684 	23.929 	11.399 	2.806 	0.930 	0.000 	0.000 	0.009 	38.615 	103.261 	98.802 	98.231 	77.630 	66.713 	19.965 	5.453 	0.045 	0.747 	1.775 	6.398 	31.823 	76.165 	99.096 	71.501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,SI	: 	369.927 	305.154 	378.572 	386.698 	436.520 	477.003 	345.235 	329.486 	398.708 	314.050 	174.403 	196.527 	226.631 	287.880 	295.106 	340.848 	331.853 	468.618 	251.071 	275.630 	431.435 	300.744 	283.425 	248.243 	296.802 	352.111 	400.360 	326.592 	432.141 	452.317 	366.680 	408.416 	366.096 	130.284 	142.745 	299.446 	410.747 	422.436 	354.867 	318.373 	338.902 	330.044 	287.269 	398.424 	409.456 	257.593 	306.360 	322.142 	414.693 	401.597 	517.494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,SK	: 	109.000 	121.000 	140.000 	173.000 	152.000 	111.000 	114.000 	46.000 	71.000 	76.000 	75.000 	91.000 	163.000 	170.000 	247.000 	216.000 	189.000 	155.000 	91.000 	138.000 	216.000 	156.000 	145.000 	183.000 	244.000 	216.000 	256.000 	295.000 	191.000 	181.000 	164.000 	144.000 	217.000 	135.000 	140.000 	167.000 	219.000 	247.000 	249.000 	252.000 	253.000 	205.000 	182.000 	222.000 	163.000 	177.000 	152.000 	188.000 	229.000 	258.000 	101.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,TR	: 	7761.178 	8183.394 	8566.539 	9154.540 	8755.878 	8522.423 	8629.859 	8916.802 	9167.583 	8753.877 	5568.990 	4619.104 	7465.589 	8060.126 	8896.502 	10088.356 	9614.390 	9820.356 	9596.068 	9590.970 	9853.184 	7020.577 	6311.399 	6461.448 	7815.959 	8367.575 	8165.105 	9073.814 	9119.052 	9240.702 	8590.301 	9381.185 	8852.376 	8396.688 	8034.432 	7147.657 	7512.066 	8752.788 	9023.603 	8021.704 	7994.726 	7822.003 	7561.739 	8272.304 	8517.426 	6982.643 	5595.994 e	5462.527 e	6973.693 e	7060.564 e	8266.729 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,UA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C0000,GWH,UK	: 	: 	: 	: 	: 	: 	178.783 	255.690 	139.450 	99.573 	129.648 	67.781 	150.211 	529.489 	1041.372 	1543.350 	1047.150 	1086.711 	387.847 	227.422 	333.352 	128.291 	93.325 	39.164 	297.600 	449.866 	621.619 	1819.846 	1463.082 	2319.365 	1013.561 	1294.489 	283.291 	180.941 	257.032 	284.872 	605.513 	3925.763 	2793.485 	1544.638 	3834.931 	3185.976 	945.200 	1131.171 	496.649 	430.888 	450.630 	581.683 	442.805 	1559.311 	3582.793 	1548.857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF,GWH,AL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
